participant,handwriting_expert,us,condition,age,forensic_scientist,forensic_specialty,handwriting_reports,confidence,familiarity,feature,est,true,band
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,CLCO.6.c,10,1.376,Band 01
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,CLCG.6.a,10,1.386,Band 01
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,CLCi.8.d,0,1.595,Band 01
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,CUCA.1.1,5,1.051,Band 01
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,CUCA.6.5,10,1.053,Band 01
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,CUCZ.5.a,4,1.053,Band 01
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,PLCG.7.b,95,23.57,Band 25
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,PLCG.5.4,95,26.36,Band 25
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,PLCA.3.2,25,26.686,Band 25
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,PUCY.3.2,10,24.6,Band 25
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,PUCC.2.1,5,24.91,Band 25
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,PUCG.2.1,45,26.72,Band 25
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,CLCO.4.a,90,25.459,Band 25
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,CLCJ.3.2,85,26.127,Band 25
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,CLCJ.6.5,70,26.127,Band 25
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,CUCT.15.14,15,24.805,Band 25
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,CUCB.2.1,2,25.995,Band 25
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,CUCG.1.2,20,26.123,Band 25
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,PLCM.6.5,50,48.005,Band 50
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,PLCD.7.6,5,49.275,Band 50
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,PLCY.3.2,90,51.38,Band 50
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,PUCN.6.5,5,49.814,Band 50
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,PUCB.6.5,10,50.613,Band 50
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,PUCQ.2.1,20,50.677,Band 50
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,CLCW.9.8,90,50.46,Band 50
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,CLCI.5.8,0,50.797,Band 50
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,CLCF.6.5,10,50.928,Band 50
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,CUCH.2.1,20,49.272,Band 50
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,CUCO.2.1,50,49.533,Band 50
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,CUCJ.9.8,40,51.663,Band 50
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,PLCN.4.3,20,76.011,Band 75
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,PLCD.9.8,85,76.285,Band 75
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,PLCA.2.1,25,79.627,Band 75
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,PUCG.4.3,50,71.324,Band 75
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,PUCJ.3.2,95,71.902,Band 75
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,PUCI.13.2,95,78.272,Band 75
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,CLCR.2.1,45,76.014,Band 75
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,CLCF.2.1,35,79.814,Band 75
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,CLCM.3.2,50,77.892,Band 75
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,CUCH.18.10,60,74.272,Band 75
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,CUCK.4.3,0,74.789,Band 75
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,CUCH.28.18,40,76.335,Band 75
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,PLCE.2.1,95,97.835,Band 99
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,PLCV.2.1,90,98.698,Band 99
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,PLCT.2.1,100,98.943,Band 99
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,PUCA.2.1,90,97.686,Band 99
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,PUCT.2.1,95,98.293,Band 99
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,PUCK.2.1,95,98.657,Band 99
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,CLCi.4.3,50,97.38,Band 99
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,CLCU.3.2,95,97.468,Band 99
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,CLCE.2.1,100,99.088,Band 99
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,CUCH.10.5,80,80.218,Band 75
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,CUCW.8.7,95,85.151,Band 75
109,Novice,Non-US,Non-US Novice,35,Yes,Fingerprints,0,80,0,CUCC.3.2,2,94.484,Band 99
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,PLCW.6.5,20,1.571,Band 01
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,PLCY.6.A,40,1.971,Band 01
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,PLCZ.3.2,15,2.1,Band 01
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,PUCX.4.b,15,1.096,Band 01
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,PUCC.8.7,15,1.104,Band 01
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,PUCF.8.7,50,1.132,Band 01
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,CLCO.6.c,10,1.376,Band 01
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,CLCG.6.a,50,1.386,Band 01
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,CLCi.8.d,10,1.595,Band 01
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,CUCA.1.1,10,1.051,Band 01
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,CUCA.6.5,10,1.053,Band 01
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,CUCZ.5.a,15,1.053,Band 01
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,PLCG.7.b,75,23.57,Band 25
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,PLCG.5.4,60,26.36,Band 25
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,PLCA.3.2,50,26.686,Band 25
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,PUCY.3.2,40,24.6,Band 25
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,PUCC.2.1,15,24.91,Band 25
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,PUCG.2.1,40,26.72,Band 25
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,CLCO.4.a,20,25.459,Band 25
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,CLCJ.3.2,25,26.127,Band 25
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,CLCJ.6.5,65,26.127,Band 25
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,CUCT.15.14,60,24.805,Band 25
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,CUCB.2.1,50,25.995,Band 25
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,CUCG.1.2,50,26.123,Band 25
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,PLCM.6.5,40,48.005,Band 50
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,PLCD.7.6,60,49.275,Band 50
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,PLCY.3.2,50,51.38,Band 50
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,PUCN.6.5,75,49.814,Band 50
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,PUCB.6.5,10,50.613,Band 50
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,PUCQ.2.1,40,50.677,Band 50
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,CLCW.9.8,75,50.46,Band 50
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,CLCI.5.8,60,50.797,Band 50
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,CLCF.6.5,80,50.928,Band 50
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,CUCH.2.1,10,49.272,Band 50
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,CUCO.2.1,40,49.533,Band 50
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,CUCJ.9.8,75,51.663,Band 50
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,PLCN.4.3,50,76.011,Band 75
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,PLCD.9.8,75,76.285,Band 75
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,PLCA.2.1,25,79.627,Band 75
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,PUCG.4.3,50,71.324,Band 75
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,PUCJ.3.2,50,71.902,Band 75
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,PUCI.13.2,25,78.272,Band 75
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,CLCR.2.1,50,76.014,Band 75
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,CLCF.2.1,60,79.814,Band 75
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,CLCM.3.2,60,77.892,Band 75
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,CUCH.18.10,60,74.272,Band 75
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,CUCK.4.3,50,74.789,Band 75
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,CUCH.28.18,50,76.335,Band 75
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,PLCE.2.1,80,97.835,Band 99
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,PLCV.2.1,90,98.698,Band 99
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,PLCT.2.1,85,98.943,Band 99
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,PUCA.2.1,70,97.686,Band 99
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,PUCT.2.1,80,98.293,Band 99
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,PUCK.2.1,90,98.657,Band 99
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,CLCi.4.3,75,97.38,Band 99
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,CLCU.3.2,50,97.468,Band 99
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,CLCE.2.1,80,99.088,Band 99
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,CUCH.10.5,60,80.218,Band 75
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,CUCW.8.7,80,85.151,Band 75
110,HW Expert,US,US HW Expert,56,Yes,Handwriting,200,60,80,CUCC.3.2,80,94.484,Band 99
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,PLCW.6.5,27,1.571,Band 01
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,PLCY.6.A,17,1.971,Band 01
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,PLCZ.3.2,2,2.1,Band 01
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,PUCX.4.b,15,1.096,Band 01
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,PUCC.8.7,2,1.104,Band 01
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,PUCF.8.7,23,1.132,Band 01
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,CLCO.6.c,2,1.376,Band 01
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,CLCG.6.a,35,1.386,Band 01
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,CLCi.8.d,28,1.595,Band 01
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,CUCA.1.1,1,1.051,Band 01
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,CUCA.6.5,8,1.053,Band 01
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,CUCZ.5.a,1,1.053,Band 01
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,PLCG.7.b,75,23.57,Band 25
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,PLCG.5.4,79,26.36,Band 25
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,PLCA.3.2,11,26.686,Band 25
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,PUCY.3.2,33,24.6,Band 25
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,PUCC.2.1,38,24.91,Band 25
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,PUCG.2.1,24,26.72,Band 25
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,CLCO.4.a,59,25.459,Band 25
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,CLCJ.3.2,87,26.127,Band 25
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,CLCJ.6.5,85,26.127,Band 25
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,CUCT.15.14,92,24.805,Band 25
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,CUCB.2.1,89,25.995,Band 25
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,CUCG.1.2,78,26.123,Band 25
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,PLCM.6.5,46,48.005,Band 50
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,PLCD.7.6,96,49.275,Band 50
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,PLCY.3.2,88,51.38,Band 50
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,PUCN.6.5,76,49.814,Band 50
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,PUCB.6.5,5,50.613,Band 50
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,PUCQ.2.1,26,50.677,Band 50
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,CLCW.9.8,80,50.46,Band 50
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,CLCI.5.8,40,50.797,Band 50
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,CLCF.6.5,78,50.928,Band 50
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,CUCH.2.1,73,49.272,Band 50
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,CUCO.2.1,23,49.533,Band 50
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,CUCJ.9.8,57,51.663,Band 50
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,PLCN.4.3,80,76.011,Band 75
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,PLCD.9.8,50,76.285,Band 75
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,PLCA.2.1,87,79.627,Band 75
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,PUCG.4.3,23,71.324,Band 75
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,PUCJ.3.2,42,71.902,Band 75
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,PUCI.13.2,88,78.272,Band 75
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,CLCR.2.1,67,76.014,Band 75
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,CLCF.2.1,90,79.814,Band 75
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,CLCM.3.2,88,77.892,Band 75
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,CUCH.18.10,80,74.272,Band 75
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,CUCK.4.3,12,74.789,Band 75
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,CUCH.28.18,76,76.335,Band 75
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,PLCE.2.1,88,97.835,Band 99
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,PLCV.2.1,87,98.698,Band 99
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,PLCT.2.1,93,98.943,Band 99
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,PUCA.2.1,75,97.686,Band 99
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,PUCT.2.1,96,98.293,Band 99
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,PUCK.2.1,90,98.657,Band 99
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,CLCi.4.3,95,97.38,Band 99
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,CLCU.3.2,88,97.468,Band 99
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,CLCE.2.1,95,99.088,Band 99
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,CUCH.10.5,76,80.218,Band 75
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,CUCW.8.7,80,85.151,Band 75
111,HW Expert,US,US HW Expert,44,Yes,Questioned documents,9,70,95,CUCC.3.2,78,94.484,Band 99
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PLCW.6.5,10,1.571,Band 01
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PLCY.6.A,5,1.971,Band 01
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PLCZ.3.2,5,2.1,Band 01
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PUCX.4.b,5,1.096,Band 01
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PUCC.8.7,30,1.104,Band 01
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PUCF.8.7,51,1.132,Band 01
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CLCO.6.c,5,1.376,Band 01
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CLCG.6.a,20,1.386,Band 01
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CLCi.8.d,5,1.595,Band 01
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CUCA.1.1,20,1.051,Band 01
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CUCA.6.5,10,1.053,Band 01
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CUCZ.5.a,10,1.053,Band 01
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PLCG.7.b,85,23.57,Band 25
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PLCG.5.4,35,26.36,Band 25
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PLCA.3.2,45,26.686,Band 25
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PUCY.3.2,50,24.6,Band 25
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PUCC.2.1,65,24.91,Band 25
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PUCG.2.1,35,26.72,Band 25
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CLCO.4.a,35,25.459,Band 25
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CLCJ.3.2,45,26.127,Band 25
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CLCJ.6.5,45,26.127,Band 25
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CUCT.15.14,79,24.805,Band 25
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CUCB.2.1,44,25.995,Band 25
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CUCG.1.2,80,26.123,Band 25
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PLCM.6.5,49,48.005,Band 50
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PLCD.7.6,45,49.275,Band 50
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PLCY.3.2,45,51.38,Band 50
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PUCN.6.5,55,49.814,Band 50
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PUCB.6.5,95,50.613,Band 50
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PUCQ.2.1,40,50.677,Band 50
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CLCW.9.8,70,50.46,Band 50
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CLCI.5.8,20,50.797,Band 50
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CLCF.6.5,55,50.928,Band 50
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CUCH.2.1,25,49.272,Band 50
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CUCO.2.1,51,49.533,Band 50
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CUCJ.9.8,60,51.663,Band 50
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PLCN.4.3,70,76.011,Band 75
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PLCD.9.8,70,76.285,Band 75
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PLCA.2.1,70,79.627,Band 75
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PUCG.4.3,85,71.324,Band 75
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PUCJ.3.2,40,71.902,Band 75
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PUCI.13.2,65,78.272,Band 75
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CLCR.2.1,49,76.014,Band 75
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CLCF.2.1,52,79.814,Band 75
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CLCM.3.2,40,77.892,Band 75
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CUCH.18.10,90,74.272,Band 75
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CUCK.4.3,85,74.789,Band 75
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CUCH.28.18,85,76.335,Band 75
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PLCE.2.1,85,97.835,Band 99
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PLCV.2.1,99,98.698,Band 99
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PLCT.2.1,90,98.943,Band 99
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PUCA.2.1,99,97.686,Band 99
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PUCT.2.1,40,98.293,Band 99
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PUCK.2.1,99,98.657,Band 99
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CLCi.4.3,65,97.38,Band 99
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CLCU.3.2,40,97.468,Band 99
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CLCE.2.1,75,99.088,Band 99
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CUCH.10.5,70,80.218,Band 75
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CUCW.8.7,68,85.151,Band 75
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CUCC.3.2,60,94.484,Band 99
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PLCW.6.5,10,1.571,Band 01
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PLCY.6.A,15,1.971,Band 01
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PLCZ.3.2,15,2.1,Band 01
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PUCX.4.b,15,1.096,Band 01
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PUCC.8.7,35,1.104,Band 01
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PUCF.8.7,30,1.132,Band 01
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CLCO.6.c,15,1.376,Band 01
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CLCG.6.a,25,1.386,Band 01
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CLCi.8.d,5,1.595,Band 01
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CUCA.1.1,25,1.051,Band 01
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CUCA.6.5,15,1.053,Band 01
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CUCZ.5.a,40,1.053,Band 01
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PLCG.7.b,85,23.57,Band 25
