participant,handwriting_expert,us,condition,age,forensic_scientist,forensic_specialty,handwriting_reports,confidence,familiarity,feature,est,true
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PLCA.2.1,14,79.627
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PUCG.4.3,64,71.324
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PUCJ.3.2,47,71.902
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PUCI.13.2,45,78.272
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CLCR.2.1,37,76.014
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CLCF.2.1,0,79.814
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CLCM.3.2,95,77.892
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CUCH.18.10,77,74.272
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CUCK.4.3,36,74.789
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CUCH.28.18,84,76.335
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PLCE.2.1,93,97.835
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PLCV.2.1,96,98.698
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PLCT.2.1,97,98.943
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PUCA.2.1,88,97.686
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PUCT.2.1,85,98.293
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,PUCK.2.1,87,98.657
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CLCi.4.3,73,97.38
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CLCU.3.2,55,97.468
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CLCE.2.1,82,99.088
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CUCH.10.5,60,80.218
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CUCW.8.7,57,85.151
5,Novice,Non-US,Non-US Novice,32,No,NA,0,0,0,CUCC.3.2,80,94.484
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PLCW.6.5,0.1,1.571
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PLCY.6.A,9,1.971
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PLCZ.3.2,4,2.1
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PUCX.4.b,4,1.096
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PUCC.8.7,3,1.104
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PUCF.8.7,3,1.132
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CLCO.6.c,2,1.376
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CLCG.6.a,1,1.386
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CLCi.8.d,4,1.595
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CUCA.1.1,8,1.051
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CUCA.6.5,1,1.053
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CUCZ.5.a,2,1.053
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PLCG.7.b,87,23.57
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PLCG.5.4,53,26.36
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PLCA.3.2,89,26.686
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PUCY.3.2,90,24.6
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PUCC.2.1,0.2,24.91
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PUCG.2.1,12,26.72
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CLCO.4.a,38,25.459
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CLCJ.3.2,14,26.127
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CLCJ.6.5,20,26.127
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CUCT.15.14,71,24.805
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CUCB.2.1,1,25.995
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CUCG.1.2,72,26.123
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PLCM.6.5,5,48.005
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PLCD.7.6,98,49.275
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PLCY.3.2,99,51.38
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PUCN.6.5,7,49.814
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PUCB.6.5,99,50.613
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PUCQ.2.1,47,50.677
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CLCW.9.8,96,50.46
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CLCI.5.8,18,50.797
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CLCF.6.5,64,50.928
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CUCH.2.1,2,49.272
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CUCO.2.1,41,49.533
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CUCJ.9.8,70,51.663
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PLCN.4.3,92,76.011
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PLCD.9.8,24,76.285
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PLCA.2.1,96,79.627
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PUCG.4.3,68,71.324
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PUCJ.3.2,75,71.902
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PUCI.13.2,25,78.272
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CLCR.2.1,6,76.014
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CLCF.2.1,10,79.814
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CLCM.3.2,39,77.892
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CUCH.18.10,76,74.272
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CUCK.4.3,12,74.789
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CUCH.28.18,97,76.335
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PLCE.2.1,89,97.835
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PLCV.2.1,100,98.698
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PLCT.2.1,97,98.943
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PUCA.2.1,99,97.686
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PUCT.2.1,98,98.293
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,PUCK.2.1,99,98.657
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CLCi.4.3,95,97.38
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CLCU.3.2,93,97.468
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CLCE.2.1,89,99.088
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CUCH.10.5,92,80.218
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CUCW.8.7,72,85.151
6,Novice,Non-US,Non-US Novice,35,No,NA,0,79,10,CUCC.3.2,91,94.484
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PLCW.6.5,15,1.571
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PLCY.6.A,15,1.971
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PLCZ.3.2,5,2.1
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PUCX.4.b,10,1.096
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PUCC.8.7,15,1.104
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PUCF.8.7,30,1.132
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CLCO.6.c,5,1.376
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CLCG.6.a,15,1.386
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CLCi.8.d,5,1.595
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CUCA.1.1,7,1.051
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CUCA.6.5,7,1.053
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CUCZ.5.a,15,1.053
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PLCG.7.b,90,23.57
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PLCG.5.4,85,26.36
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PLCA.3.2,70,26.686
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PUCY.3.2,45,24.6
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PUCC.2.1,5,24.91
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PUCG.2.1,30,26.72
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CLCO.4.a,15,25.459
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CLCJ.3.2,90,26.127
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CLCJ.6.5,25,26.127
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CUCT.15.14,75,24.805
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CUCB.2.1,60,25.995
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CUCG.1.2,10,26.123
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PLCM.6.5,45,48.005
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PLCD.7.6,95,49.275
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PLCY.3.2,85,51.38
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PUCN.6.5,85,49.814
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PUCB.6.5,10,50.613
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PUCQ.2.1,95,50.677
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CLCW.9.8,80,50.46
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CLCI.5.8,5,50.797
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CLCF.6.5,25,50.928
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CUCH.2.1,60,49.272
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CUCO.2.1,80,49.533
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CUCJ.9.8,20,51.663
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PLCN.4.3,65,76.011
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PLCD.9.8,60,76.285
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PLCA.2.1,95,79.627
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PUCG.4.3,15,71.324
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PUCJ.3.2,50,71.902
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PUCI.13.2,75,78.272
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CLCR.2.1,20,76.014
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CLCF.2.1,5,79.814
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CLCM.3.2,10,77.892
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CUCH.18.10,85,74.272
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CUCK.4.3,15,74.789
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CUCH.28.18,65,76.335
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PLCE.2.1,85,97.835
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PLCV.2.1,90,98.698
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PLCT.2.1,90,98.943
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PUCA.2.1,80,97.686
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PUCT.2.1,85,98.293
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,PUCK.2.1,90,98.657
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CLCi.4.3,90,97.38
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CLCU.3.2,85,97.468
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CLCE.2.1,75,99.088
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CUCH.10.5,65,80.218
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CUCW.8.7,60,85.151
7,Novice,Non-US,Non-US Novice,36,No,NA,0,50,5,CUCC.3.2,15,94.484
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PLCW.6.5,20,1.571
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PLCY.6.A,25,1.971
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PLCZ.3.2,15,2.1
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PUCX.4.b,65,1.096
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PUCC.8.7,15,1.104
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PUCF.8.7,25,1.132
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CLCO.6.c,5,1.376
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CLCG.6.a,10,1.386
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CLCi.8.d,5,1.595
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CUCA.1.1,10,1.051
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CUCA.6.5,5,1.053
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CUCZ.5.a,5,1.053
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PLCG.7.b,70,23.57
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PLCG.5.4,75,26.36
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PLCA.3.2,65,26.686
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PUCY.3.2,10,24.6
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PUCC.2.1,75,24.91
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PUCG.2.1,35,26.72
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CLCO.4.a,65,25.459
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CLCJ.3.2,100,26.127
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CLCJ.6.5,35,26.127
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CUCT.15.14,75,24.805
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CUCB.2.1,25,25.995
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CUCG.1.2,55,26.123
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PLCM.6.5,45,48.005
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PLCD.7.6,65,49.275
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PLCY.3.2,85,51.38
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PUCN.6.5,65,49.814
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PUCB.6.5,45,50.613
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PUCQ.2.1,20,50.677
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CLCW.9.8,85,50.46
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CLCI.5.8,25,50.797
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CLCF.6.5,75,50.928
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CUCH.2.1,55,49.272
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CUCO.2.1,65,49.533
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CUCJ.9.8,35,51.663
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PLCN.4.3,45,76.011
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PLCD.9.8,45,76.285
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PLCA.2.1,75,79.627
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PUCG.4.3,75,71.324
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PUCJ.3.2,80,71.902
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PUCI.13.2,55,78.272
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CLCR.2.1,65,76.014
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CLCF.2.1,80,79.814
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CLCM.3.2,85,77.892
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CUCH.18.10,75,74.272
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CUCK.4.3,85,74.789
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CUCH.28.18,80,76.335
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PLCE.2.1,85,97.835
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PLCV.2.1,90,98.698
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PLCT.2.1,95,98.943
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PUCA.2.1,40,97.686
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PUCT.2.1,90,98.293
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,PUCK.2.1,100,98.657
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CLCi.4.3,85,97.38
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CLCU.3.2,90,97.468
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CLCE.2.1,85,99.088
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CUCH.10.5,80,80.218
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CUCW.8.7,60,85.151
8,HW Expert,Non-US,Non-US HW Expert,62,Yes,Questioned documents,1285,80,75,CUCC.3.2,70,94.484
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PLCW.6.5,10,1.571
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PLCY.6.A,25,1.971
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PLCZ.3.2,1,2.1
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PUCX.4.b,1,1.096
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PUCC.8.7,5,1.104
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PUCF.8.7,0.5,1.132
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CLCO.6.c,1,1.376
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CLCG.6.a,20,1.386
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CLCi.8.d,0.5,1.595
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CUCA.1.1,5,1.051
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CUCA.6.5,10,1.053
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CUCZ.5.a,20,1.053
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PLCG.7.b,66,23.57
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PLCG.5.4,60,26.36
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PLCA.3.2,33,26.686
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PUCY.3.2,66,24.6
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PUCC.2.1,80,24.91
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PUCG.2.1,10,26.72
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CLCO.4.a,10,25.459
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CLCJ.3.2,20,26.127
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CLCJ.6.5,5,26.127
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CUCT.15.14,15,24.805
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CUCB.2.1,66,25.995
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CUCG.1.2,90,26.123
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PLCM.6.5,3,48.005
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PLCD.7.6,50,49.275
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PLCY.3.2,66,51.38
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PUCN.6.5,90,49.814
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PUCB.6.5,85,50.613
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PUCQ.2.1,66,50.677
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CLCW.9.8,10,50.46
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CLCI.5.8,45,50.797
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CLCF.6.5,66,50.928
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CUCH.2.1,5,49.272
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CUCO.2.1,66,49.533
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CUCJ.9.8,80,51.663
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PLCN.4.3,66,76.011
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PLCD.9.8,70,76.285
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PLCA.2.1,20,79.627
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PUCG.4.3,10,71.324
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PUCJ.3.2,90,71.902
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PUCI.13.2,75,78.272
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CLCR.2.1,1,76.014
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CLCF.2.1,5,79.814
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CLCM.3.2,33,77.892
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CUCH.18.10,66,74.272
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CUCK.4.3,20,74.789
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CUCH.28.18,85,76.335
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PLCE.2.1,85,97.835
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PLCV.2.1,98,98.698
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PLCT.2.1,90,98.943
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PUCA.2.1,90,97.686
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PUCT.2.1,90,98.293
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,PUCK.2.1,95,98.657
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CLCi.4.3,97,97.38
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CLCU.3.2,33,97.468
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CLCE.2.1,90,99.088
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CUCH.10.5,85,80.218
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CUCW.8.7,85,85.151
9,HW Expert,US,US HW Expert,64,Yes,Questioned documents,50,75,75,CUCC.3.2,33,94.484
10,HW Expert,US,US HW Expert,33,Yes,Questioned documents,125,50,75,PLCW.6.5,3,1.571
10,HW Expert,US,US HW Expert,33,Yes,Questioned documents,125,50,75,PLCY.6.A,15,1.971
10,HW Expert,US,US HW Expert,33,Yes,Questioned documents,125,50,75,PLCZ.3.2,8,2.1
10,HW Expert,US,US HW Expert,33,Yes,Questioned documents,125,50,75,PUCX.4.b,5,1.096
10,HW Expert,US,US HW Expert,33,Yes,Questioned documents,125,50,75,PUCC.8.7,30,1.104
10,HW Expert,US,US HW Expert,33,Yes,Questioned documents,125,50,75,PUCF.8.7,30,1.132
10,HW Expert,US,US HW Expert,33,Yes,Questioned documents,125,50,75,CLCO.6.c,3,1.376
10,HW Expert,US,US HW Expert,33,Yes,Questioned documents,125,50,75,CLCG.6.a,30,1.386
10,HW Expert,US,US HW Expert,33,Yes,Questioned documents,125,50,75,CLCi.8.d,10,1.595
10,HW Expert,US,US HW Expert,33,Yes,Questioned documents,125,50,75,CUCA.1.1,3,1.051
10,HW Expert,US,US HW Expert,33,Yes,Questioned documents,125,50,75,CUCA.6.5,3,1.053
10,HW Expert,US,US HW Expert,33,Yes,Questioned documents,125,50,75,CUCZ.5.a,1,1.053
10,HW Expert,US,US HW Expert,33,Yes,Questioned documents,125,50,75,PLCG.7.b,60,23.57
