participant,handwriting_expert,us,condition,age,forensic_scientist,forensic_specialty,handwriting_reports,confidence,familiarity,feature,est,true
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,CUCB.2.1,10,25.995
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,CUCG.1.2,50,26.123
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,PLCM.6.5,45,48.005
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,PLCD.7.6,95,49.275
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,PLCY.3.2,99,51.38
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,PUCN.6.5,95,49.814
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,PUCB.6.5,5,50.613
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,PUCQ.2.1,95,50.677
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,CLCW.9.8,99,50.46
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,CLCI.5.8,45,50.797
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,CLCF.6.5,50,50.928
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,CUCH.2.1,90,49.272
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,CUCO.2.1,5,49.533
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,CUCJ.9.8,95,51.663
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,PLCN.4.3,50,76.011
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,PLCD.9.8,65,76.285
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,PLCA.2.1,90,79.627
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,PUCG.4.3,5,71.324
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,PUCJ.3.2,90,71.902
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,PUCI.13.2,10,78.272
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,CLCR.2.1,95,76.014
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,CLCF.2.1,95,79.814
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,CLCM.3.2,35,77.892
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,CUCH.18.10,75,74.272
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,CUCK.4.3,55,74.789
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,CUCH.28.18,85,76.335
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,PLCE.2.1,80,97.835
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,PLCV.2.1,90,98.698
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,PLCT.2.1,95,98.943
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,PUCA.2.1,95,97.686
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,PUCT.2.1,75,98.293
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,PUCK.2.1,90,98.657
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,CLCi.4.3,50,97.38
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,CLCU.3.2,75,97.468
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,CLCE.2.1,75,99.088
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,CUCH.10.5,75,80.218
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,CUCW.8.7,99,85.151
24,Novice,Non-US,Non-US Novice,18,No,NA,0,25,0,CUCC.3.2,90,94.484
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,PLCW.6.5,5,1.571
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,PLCY.6.A,5,1.971
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,PLCZ.3.2,1,2.1
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,PUCX.4.b,1,1.096
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,PUCC.8.7,25,1.104
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,PUCF.8.7,5,1.132
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,CLCO.6.c,5,1.376
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,CLCG.6.a,10,1.386
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,CLCi.8.d,1,1.595
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,CUCA.1.1,5,1.051
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,CUCA.6.5,2,1.053
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,CUCZ.5.a,25,1.053
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,PLCG.7.b,99,23.57
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,PLCG.5.4,20,26.36
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,PLCA.3.2,25,26.686
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,PUCY.3.2,50,24.6
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,PUCC.2.1,1,24.91
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,PUCG.2.1,25,26.72
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,CLCO.4.a,5,25.459
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,CLCJ.3.2,95,26.127
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,CLCJ.6.5,10,26.127
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,CUCT.15.14,20,24.805
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,CUCB.2.1,8,25.995
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,CUCG.1.2,50,26.123
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,PLCM.6.5,25,48.005
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,PLCD.7.6,80,49.275
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,PLCY.3.2,1,51.38
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,PUCN.6.5,95,49.814
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,PUCB.6.5,2,50.613
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,PUCQ.2.1,5,50.677
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,CLCW.9.8,50,50.46
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,CLCI.5.8,5,50.797
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,CLCF.6.5,50,50.928
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,CUCH.2.1,5,49.272
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,CUCO.2.1,5,49.533
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,CUCJ.9.8,1,51.663
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,PLCN.4.3,99,76.011
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,PLCD.9.8,25,76.285
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,PLCA.2.1,1,79.627
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,PUCG.4.3,50,71.324
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,PUCJ.3.2,75,71.902
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,PUCI.13.2,25,78.272
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,CLCR.2.1,25,76.014
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,CLCF.2.1,80,79.814
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,CLCM.3.2,30,77.892
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,CUCH.18.10,100,74.272
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,CUCK.4.3,10,74.789
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,CUCH.28.18,98,76.335
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,PLCE.2.1,99,97.835
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,PLCV.2.1,99,98.698
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,PLCT.2.1,95,98.943
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,PUCA.2.1,95,97.686
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,PUCT.2.1,80,98.293
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,PUCK.2.1,95,98.657
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,CLCi.4.3,90,97.38
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,CLCU.3.2,99,97.468
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,CLCE.2.1,90,99.088
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,CUCH.10.5,100,80.218
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,CUCW.8.7,75,85.151
25,Novice,Non-US,Non-US Novice,44,Yes,Other (please specify),0,20,20,CUCC.3.2,60,94.484
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,PLCW.6.5,20,1.571
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,PLCY.6.A,35,1.971
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,PLCZ.3.2,3,2.1
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,PUCX.4.b,15,1.096
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,PUCC.8.7,10,1.104
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,PUCF.8.7,50,1.132
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,CLCO.6.c,5,1.376
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,CLCG.6.a,20,1.386
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,CLCi.8.d,20,1.595
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,CUCA.1.1,15,1.051
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,CUCA.6.5,10,1.053
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,CUCZ.5.a,5,1.053
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,PLCG.7.b,55,23.57
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,PLCG.5.4,50,26.36
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,PLCA.3.2,20,26.686
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,PUCY.3.2,30,24.6
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,PUCC.2.1,5,24.91
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,PUCG.2.1,20,26.72
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,CLCO.4.a,75,25.459
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,CLCJ.3.2,95,26.127
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,CLCJ.6.5,33,26.127
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,CUCT.15.14,80,24.805
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,CUCB.2.1,15,25.995
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,CUCG.1.2,35,26.123
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,PLCM.6.5,30,48.005
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,PLCD.7.6,80,49.275
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,PLCY.3.2,75,51.38
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,PUCN.6.5,90,49.814
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,PUCB.6.5,10,50.613
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,PUCQ.2.1,75,50.677
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,CLCW.9.8,80,50.46
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,CLCI.5.8,35,50.797
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,CLCF.6.5,80,50.928
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,CUCH.2.1,25,49.272
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,CUCO.2.1,75,49.533
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,CUCJ.9.8,25,51.663
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,PLCN.4.3,50,76.011
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,PLCD.9.8,60,76.285
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,PLCA.2.1,45,79.627
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,PUCG.4.3,75,71.324
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,PUCJ.3.2,70,71.902
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,PUCI.13.2,70,78.272
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,CLCR.2.1,35,76.014
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,CLCF.2.1,15,79.814
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,CLCM.3.2,85,77.892
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,CUCH.18.10,90,74.272
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,CUCK.4.3,75,74.789
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,CUCH.28.18,20,76.335
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,PLCE.2.1,80,97.835
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,PLCV.2.1,95,98.698
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,PLCT.2.1,90,98.943
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,PUCA.2.1,80,97.686
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,PUCT.2.1,95,98.293
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,PUCK.2.1,88,98.657
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,CLCi.4.3,80,97.38
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,CLCU.3.2,60,97.468
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,CLCE.2.1,60,99.088
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,CUCH.10.5,80,80.218
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,CUCW.8.7,75,85.151
27,HW Expert,Non-US,Non-US HW Expert,34,Yes,Questioned documents,65,15,15,CUCC.3.2,80,94.484
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,PLCW.6.5,5,1.571
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,PLCY.6.A,20,1.971
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,PLCZ.3.2,2,2.1
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,PUCX.4.b,50,1.096
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,PUCC.8.7,5,1.104
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,PUCF.8.7,5,1.132
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,CLCO.6.c,1,1.376
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,CLCG.6.a,5,1.386
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,CLCi.8.d,5,1.595
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,CUCA.1.1,2,1.051
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,CUCA.6.5,2,1.053
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,CUCZ.5.a,1,1.053
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,PLCG.7.b,80,23.57
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,PLCG.5.4,50,26.36
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,PLCA.3.2,70,26.686
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,PUCY.3.2,20,24.6
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,PUCC.2.1,5,24.91
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,PUCG.2.1,30,26.72
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,CLCO.4.a,5,25.459
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,CLCJ.3.2,95,26.127
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,CLCJ.6.5,10,26.127
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,CUCT.15.14,25,24.805
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,CUCB.2.1,2,25.995
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,CUCG.1.2,50,26.123
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,PLCM.6.5,20,48.005
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,PLCD.7.6,99,49.275
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,PLCY.3.2,90,51.38
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,PUCN.6.5,90,49.814
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,PUCB.6.5,1,50.613
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,PUCQ.2.1,75,50.677
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,CLCW.9.8,95,50.46
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,CLCI.5.8,1,50.797
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,CLCF.6.5,10,50.928
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,CUCH.2.1,80,49.272
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,CUCO.2.1,80,49.533
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,CUCJ.9.8,85,51.663
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,PLCN.4.3,20,76.011
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,PLCD.9.8,20,76.285
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,PLCA.2.1,99,79.627
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,PUCG.4.3,70,71.324
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,PUCJ.3.2,60,71.902
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,PUCI.13.2,75,78.272
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,CLCR.2.1,80,76.014
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,CLCF.2.1,80,79.814
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,CLCM.3.2,10,77.892
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,CUCH.18.10,70,74.272
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,CUCK.4.3,30,74.789
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,CUCH.28.18,50,76.335
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,PLCE.2.1,95,97.835
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,PLCV.2.1,95,98.698
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,PLCT.2.1,99,98.943
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,PUCA.2.1,80,97.686
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,PUCT.2.1,40,98.293
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,PUCK.2.1,95,98.657
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,CLCi.4.3,90,97.38
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,CLCU.3.2,90,97.468
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,CLCE.2.1,85,99.088
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,CUCH.10.5,60,80.218
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,CUCW.8.7,85,85.151
28,Novice,Non-US,Non-US Novice,29,Yes,Firearms examination,0,10,0,CUCC.3.2,90,94.484
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,PLCW.6.5,10,1.571
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,PLCY.6.A,20,1.971
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,PLCZ.3.2,50,2.1
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,PUCX.4.b,10,1.096
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,PUCC.8.7,10,1.104
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,PUCF.8.7,40,1.132
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,CLCO.6.c,10,1.376
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,CLCG.6.a,20,1.386
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,CLCi.8.d,10,1.595
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,CUCA.1.1,30,1.051
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,CUCA.6.5,10,1.053
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,CUCZ.5.a,20,1.053
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,PLCG.7.b,50,23.57
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,PLCG.5.4,70,26.36
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,PLCA.3.2,40,26.686
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,PUCY.3.2,10,24.6
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,PUCC.2.1,20,24.91
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,PUCG.2.1,40,26.72
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,CLCO.4.a,50,25.459
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,CLCJ.3.2,60,26.127
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,CLCJ.6.5,50,26.127
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,CUCT.15.14,50,24.805
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,CUCB.2.1,10,25.995
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,CUCG.1.2,40,26.123
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,PLCM.6.5,40,48.005
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,PLCD.7.6,40,49.275
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,PLCY.3.2,70,51.38
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,PUCN.6.5,60,49.814
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,PUCB.6.5,10,50.613
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,PUCQ.2.1,10,50.677
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,CLCW.9.8,50,50.46
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,CLCI.5.8,20,50.797
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,CLCF.6.5,60,50.928
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,CUCH.2.1,85,49.272
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,CUCO.2.1,20,49.533
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,CUCJ.9.8,70,51.663
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,PLCN.4.3,50,76.011
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,PLCD.9.8,80,76.285
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,PLCA.2.1,20,79.627
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,PUCG.4.3,50,71.324
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,PUCJ.3.2,10,71.902
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,PUCI.13.2,60,78.272
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,CLCR.2.1,40,76.014
30,Novice,Non-US,Non-US Novice,54,Yes,Toolmarks,0,30,10,CLCF.2.1,70,79.814
